timestamp,pool_id,chain,asset_symbol,apy,project,tvlUsd
2025-11-10T17:24:19.384130,7aab7b0f-01c1-4467-bc0d-77826d870f19,Arbitrum,USDC,2.79424,aave-v3,537379
2025-11-10T17:24:19.384130,814326a1-e8f9-4dcd-9b35-952350ab74f7,Ethereum,FRAX,0.00181,aave-v3,533224
2025-11-10T17:24:19.384130,a214e900-2bcd-431f-9744-632fa5436fee,Ethereum,SDAI,0.0,aave-v3,479476
2025-11-10T17:24:19.384130,0cfcfe3b-29ff-47ff-97fa-078bf4755863,Metis,M.USDT,3.39442,aave-v3,421944
2025-11-10T17:24:19.384130,21091399-1187-4242-8e03-9b06032f9a8f,Gnosis,WXDAI,4.02593,aave-v3,283666
2025-11-10T17:24:19.384130,ec762755-29a1-41d8-957f-0b00dcf00dd6,Scroll,USDC,2.05915,aave-v3,272066
2025-11-10T17:24:19.384130,1c4598df-177c-4de8-a53b-3baa3fc49932,Metis,M.USDC,4.586,aave-v3,234422
2025-11-10T17:24:19.384130,ff61171d-d7b0-4989-816c-b9bf02a15f00,Ethereum,WBTC,7.58228,morpho-v0-aavev2,208522
2025-11-10T17:24:19.384130,363e5586-cfee-402c-9b0b-be70366052e8,Optimism,DAI,3.81112,aave-v3,162608
2025-11-10T17:24:19.384130,4ef4eb9a-e22e-4190-b8f3-8c75373ad0d6,Ethereum,FRAX,1.65708,aave-v3,119515
2025-11-10T17:24:19.384130,5e498f38-9d6f-49b7-a197-9068103f9866,zkSync Era,USDC,5.05975,aave-v3,102835
2025-11-10T17:24:19.384130,8a561627-3d0c-436a-805c-8490c68fe014,zkSync Era,USDT,2.78522,aave-v3,93115
2025-11-10T17:24:19.384130,8d4d3acb-e1bf-471a-8256-36b90a8f4d25,Arbitrum,FRAX,1.15033,aave-v3,91063
2025-11-10T17:24:19.384130,325ad2d6-70b1-48d7-a557-c2c99a036f87,Ethereum,USDC,5.03496,morpho-v0-aavev2,45172
2025-11-10T17:24:19.384130,3cebd626-5ee5-4699-9f6c-090918bc5ebd,Metis,M.DAI,0.00549,aave-v3,32589
2025-11-10T17:24:19.384130,1343a280-7812-4bc3-8f98-d1c37e11d271,Ethereum,USDT,4.49855,morpho-v0-aavev2,17090
2025-11-10T18:37:17.116300,7e382157-b1bc-406d-b17b-facba43b716e,Ethereum,WBTC,0.00433,aave-v3,4526402619
2025-11-10T18:37:17.116300,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,Ethereum,USDT,4.68964,aave-v3,541196431
2025-11-10T18:37:17.116300,aa70268e-4b52-42bf-a116-608b370f9501,Ethereum,USDC,4.96305,aave-v3,359359910
2025-11-10T18:37:17.116300,569ab5a6-76e4-46a6-abb6-b12be4197e31,Plasma,SYRUPUSDT,0.0,aave-v3,330023489
2025-11-10T18:37:17.116300,7c5e69a4-2430-4fa2-b7cb-857f79d7d1bf,Arbitrum,WBTC,0.00965,aave-v3,263769618
2025-11-10T18:37:17.116300,e338c687-a5d8-4abf-bc04-127990811b0a,Plasma,USDT0,5.04693,aave-v3,149256170
2025-11-10T18:37:17.116300,58d18059-f1d1-45ed-acd3-f386e98cc506,Polygon,WBTC,0.00109,aave-v3,109124818
2025-11-10T18:37:17.116300,7e0661bf-8cf3-45e6-9424-31916d4c7b84,Base,USDC,4.54265,aave-v3,91225130
2025-11-10T18:37:17.116300,d9fa8e14-0447-4207-9ae8-7810199dfa1f,Arbitrum,USDC,3.68819,aave-v3,61057608
2025-11-10T18:37:17.116300,baee0253-eb6e-4a08-a579-a2acd4f034b2,Ethereum,USDTB,1.78402,aave-v3,46731811
2025-11-10T18:37:17.116300,e6692d08-85b6-4b50-952b-7c5c531862fe,Avalanche,USDT,2.25897,aave-v3,40481360
